               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  76,            0.028971,            0.010015,          0.00098894,              0.8132,             0.84336,             0.82472,             0.42905,            0.041317,           0.0076152,           0.0028684,            0.002575,            0.002575,            0.002575
                  77,            0.029789,            0.010082,           0.0012453,             0.85787,             0.83698,             0.84189,              0.4423,            0.041026,           0.0078669,           0.0021752,            0.002476,            0.002476,            0.002476
                  78,            0.029267,            0.010383,           0.0011379,             0.87907,             0.84538,             0.86649,             0.43366,            0.039434,           0.0076212,           0.0017609,            0.002377,            0.002377,            0.002377
                  79,            0.028653,           0.0097741,          0.00094304,             0.89017,             0.82398,             0.84044,             0.39949,            0.041866,           0.0078312,           0.0015228,            0.002278,            0.002278,            0.002278
                  80,            0.029258,            0.010624,           0.0010556,              0.8673,             0.83495,             0.83902,             0.42631,            0.040167,           0.0075657,           0.0010917,            0.002179,            0.002179,            0.002179
                  81,            0.028017,            0.010163,          0.00096133,              0.8514,             0.82205,             0.83972,             0.44693,            0.040836,           0.0075666,           0.0010207,             0.00208,             0.00208,             0.00208
                  82,            0.028271,            0.010215,           0.0015244,             0.81173,              0.7865,              0.8071,             0.43813,            0.040428,           0.0073553,            0.001079,            0.001981,            0.001981,            0.001981
                  83,            0.028456,           0.0099352,           0.0009811,             0.84731,             0.80934,             0.83232,             0.40897,            0.040073,           0.0074827,           0.0012203,            0.001882,            0.001882,            0.001882
                  84,            0.028524,           0.0097003,           0.0008421,              0.8637,             0.81285,             0.84188,             0.45066,            0.039763,           0.0073642,          0.00095949,            0.001783,            0.001783,            0.001783
                  85,            0.027721,            0.010313,          0.00086204,             0.83613,             0.82346,             0.83094,             0.45021,            0.039195,           0.0074026,           0.0010426,            0.001684,            0.001684,            0.001684
                  86,            0.027495,           0.0098213,          0.00091893,              0.8602,             0.84159,             0.84984,             0.43554,             0.03957,           0.0074662,          0.00087175,            0.001585,            0.001585,            0.001585
                  87,            0.028126,            0.010038,          0.00082691,             0.82629,             0.84334,             0.85545,             0.46467,              0.0392,           0.0073636,          0.00099164,            0.001486,            0.001486,            0.001486
                  88,            0.027652,            0.010674,          0.00085749,              0.7944,             0.84467,             0.84103,             0.46016,            0.039696,           0.0072698,           0.0010891,            0.001387,            0.001387,            0.001387
                  89,            0.027501,           0.0095725,          0.00089995,             0.82422,             0.80389,             0.82288,              0.4633,            0.039292,           0.0071782,           0.0011473,            0.001288,            0.001288,            0.001288
                  90,             0.02654,           0.0097637,           0.0007435,             0.85996,             0.80281,             0.85104,             0.46336,            0.040386,           0.0071601,           0.0012185,            0.001189,            0.001189,            0.001189
                  91,            0.026883,            0.010026,          0.00092662,             0.84031,             0.86356,             0.85696,             0.44887,            0.040585,           0.0073092,           0.0010541,             0.00109,             0.00109,             0.00109
                  92,            0.026033,           0.0095168,          0.00066176,             0.85467,             0.82284,             0.83784,             0.44446,            0.039263,           0.0073435,           0.0015109,            0.000991,            0.000991,            0.000991
                  93,            0.025751,           0.0095568,          0.00077704,             0.85025,              0.8511,             0.85136,             0.47387,            0.038367,           0.0072816,           0.0015778,            0.000892,            0.000892,            0.000892
                  94,             0.02574,           0.0095021,          0.00071896,             0.84974,             0.85137,             0.83815,             0.43489,             0.03886,           0.0073499,           0.0012601,            0.000793,            0.000793,            0.000793
                  95,             0.02587,            0.010015,          0.00063304,             0.84712,             0.84658,             0.84915,             0.44173,            0.038846,           0.0074542,           0.0010926,            0.000694,            0.000694,            0.000694
                  96,            0.025503,           0.0099375,          0.00066432,             0.82042,             0.85442,             0.84625,             0.44651,            0.038475,           0.0074517,          0.00093083,            0.000595,            0.000595,            0.000595
                  97,            0.024791,           0.0094563,          0.00074208,             0.81583,             0.84872,             0.84029,             0.43247,            0.039249,           0.0074202,          0.00089548,            0.000496,            0.000496,            0.000496
                  98,            0.024782,           0.0094328,           0.0006438,             0.81829,             0.85277,             0.84528,             0.45087,            0.038408,           0.0073737,          0.00093379,            0.000397,            0.000397,            0.000397
                  99,             0.02469,           0.0096459,          0.00062095,             0.83674,              0.8654,             0.86411,             0.45912,            0.038139,           0.0073733,          0.00093103,            0.000298,            0.000298,            0.000298
